X	Locus.Identifier	length	logFC	logCPM	PValue	FDR
AT4G21270	AT4G21270.1	2832	-0.463521988	2.416147475	0.136810028	0.249250554
AT2G34780	AT2G34780.1	4183	0.221714569	4.348360402	0.136829703	0.249252505
AT1G64440	AT1G64440.1	1444	0.229956445	3.484488933	0.136838808	0.249252505
AT3G01370	AT3G01370.1	3274	-0.148118308	6.404633843	0.136915371	0.249353319
AT4G13000	AT4G13000.1	1164	0.649408558	-0.272135042	0.136921874	0.249353319
AT5G51600	AT5G51600.1	2538	-0.441487704	2.704885164	0.137021719	0.249509894
AT2G22170	AT2G22170.1	786	-0.260903776	5.733833725	0.137052057	0.249539879
AT1G10610	AT1G10610.1	1849	-0.340553661	2.244428983	0.137116036	0.249631108
AT1G17500	AT1G17500.1	3943	-0.283694409	3.993406625	0.137217053	0.24978974
AT1G68890	AT1G68890.1	5324	-0.205428167	5.724294982	0.137348316	0.250003395
AT4G14965	AT4G14965.1	1028	-0.181261635	3.889650387	0.137375608	0.250027776
AT4G15215	AT4G15215.1	4451	0.491250378	1.773445171	0.137598565	0.250408232
AT1G10000	AT1G10000.1	911	-0.778280962	-0.342826252	0.137647168	0.250463904
AT5G02520	AT5G02520.1	2090	-0.6107127	0.479100606	0.137670879	0.250463904
AT1G06660	AT1G06660.1	1687	-0.459448304	0.693458891	0.137670921	0.250463904
AT1G43710	AT1G43710.1	1744	0.144769879	6.397468781	0.137686849	0.250467553
AT5G58580	AT5G58580.1	926	-0.430336539	0.998837759	0.137715415	0.250494191
AT1G62670	AT1G62670.1	1892	-0.327522522	1.657202414	0.137874515	0.250758228
AT1G19120	AT1G19120.1	762	-0.184452427	3.434025618	0.137895379	0.250768466
AT5G26160	AT5G26160.1	3361	0.384534916	2.909007811	0.137911208	0.250768466
AT5G54080	AT5G54080.1	1643	0.267817301	3.87793126	0.137927146	0.250768466
AT1G29600	AT1G29600.1	1160	0.700817586	-0.071721999	0.137937164	0.250768466
AT3G16010	AT3G16010.1	2075	-0.278497631	2.683240751	0.137949836	0.250768466
AT3G12370	AT3G12370.1	904	-0.239425028	3.872154312	0.138049864	0.250924945
AT1G04210	AT1G04210.1	3975	0.170076588	5.48116518	0.138094661	0.250981013
AT3G48390	AT3G48390.1	2341	-0.515391655	0.482328209	0.138132315	0.251024089
AT3G54250	AT3G54250.1	1464	-0.309110347	2.019522635	0.138260193	0.251231101
AT2G31570	AT2G31570.1	847	0.172296139	6.787557517	0.13828851	0.251257178
AT1G80280	AT1G80280.1	2682	0.262776351	3.3266654	0.138440977	0.251508797
AT3G13930	AT3G13930.1	2127	0.12971469	6.673645033	0.138483825	0.251557966
AT4G35530	AT4G35530.1	1146	0.302931247	2.418953368	0.138496007	0.251557966
AT4G00955	AT4G00955.1	1209	-0.361759187	1.535285488	0.138514934	0.251566946
AT3G20800	AT3G20800.1	1267	0.199511375	3.969197094	0.138611983	0.251717795
AT3G43430	AT3G43430.1	769	0.979756505	-0.251550052	0.13865102	0.251763273
AT2G33793	AT2G33793.1	1392	0.403586403	1.274298962	0.138711968	0.251848523
AT3G23390	AT3G23390.1	537	-0.190731245	6.620196684	0.138850128	0.252073931
AT1G64460	AT1G64460.1	1093	0.305535336	1.896632923	0.138899177	0.252137533
AT1G72370	AT1G72370.1	1186	-0.193354255	8.799259427	0.13895243	0.252208754
AT3G01910	AT3G01910.1	1552	0.154645374	6.814917659	0.139158399	0.252557123
AT1G64385	AT1G64385.1	1560	-0.21691023	3.401623931	0.139192562	0.252593644
AT2G18840	AT2G18840.1	1176	0.182830353	4.031934148	0.139217958	0.25261425
AT5G52520	AT5G52520.1	1976	0.146368144	6.195632223	0.139245987	0.252639628
AT1G72940	AT1G72940.1	1523	0.258640067	3.668020095	0.13947876	0.253036439
AT1G70610	AT1G70610.1	2382	0.189767052	5.893587843	0.139505082	0.253058674
AT1G50730	AT1G50730.1	2907	0.252182634	3.944471133	0.139609092	0.253221814
AT1G48110	AT1G48110.1	2575	-0.140588919	5.346730034	0.139696104	0.253354094
AT4G28540	AT4G28540.1	1946	0.150892994	4.820843008	0.139730245	0.253378252
AT3G13440	AT3G13440.1	2044	-0.183139948	3.908413266	0.139737592	0.253378252
AT3G09162	AT3G09162.1	601	-0.408413559	1.033093342	0.139852593	0.253561222
AT1G15280	AT1G15280.2	2292	0.163047885	5.215580356	0.139884865	0.253594177
AT4G28070	AT4G28070.2	1575	0.374198837	1.793638452	0.139966779	0.25371711
AT3G47610	AT3G47610.1	1496	0.213814711	3.445803162	0.14006094	0.253862217
AT3G08960	AT3G08960.1	3567	0.181506559	4.983244457	0.140184044	0.254059751
AT3G16170	AT3G16170.1	1965	0.209091399	3.400308848	0.140199685	0.254062504
AT4G24120	AT4G24120.1	2426	0.293855674	4.475287141	0.140257064	0.254140884
AT3G07560	AT3G07560.1	1370	0.195476665	5.961881812	0.140290093	0.254175132
AT3G11630	AT3G11630.1	1001	0.166458224	9.948330189	0.14035002	0.25424913
AT5G58310	AT5G58310.1	1002	0.28599312	3.952018766	0.1403592	0.25424913
AT1G17410	AT1G17410.1	790	0.288848456	2.103419202	0.140405829	0.254288534
AT5G61270	AT5G61270.1	1354	-0.20250587	4.945876554	0.140409221	0.254288534
AT2G23070	AT2G23070.1	1513	0.145050459	6.308699387	0.140597211	0.254603364
AT3G10040	AT3G10040.1	1656	0.368745532	1.21250298	0.140802015	0.254948577
AT5G02440	AT5G02440.1	779	-0.645688966	-0.114576868	0.140935916	0.255165348
AT4G18290	AT4G18290.1	2205	0.331267262	2.156791004	0.140998098	0.255226774
AT1G68185	AT1G68185.1	1020	-0.318988329	2.056051832	0.140998216	0.255226774
AT3G05190	AT3G05190.1	2127	-0.422213039	1.128257731	0.141039603	0.255276006
AT1G03310	AT1G03310.2	2938	0.15121599	6.767016676	0.141152661	0.255454936
AT2G29590	AT2G29590.1	645	-0.292945745	1.988771393	0.141184234	0.255482169
AT4G04740	AT4G04740.2	2507	0.337678081	3.744945401	0.141196109	0.255482169
AT3G26680	AT3G26680.1	2122	-0.447865022	1.453168121	0.14124771	0.255531238
AT2G44750	AT2G44750.2	1003	0.299245018	2.097820037	0.141251635	0.255531238
AT4G36970	AT4G36970.1	1588	-0.190525133	3.340251029	0.14132257	0.255633859
AT3G22600	AT3G22600.1	787	-0.788498407	2.229096999	0.141419253	0.255783028
AT2G33400	AT2G33400.1	1570	-0.392287736	2.368313425	0.141477313	0.255862317
AT1G22850	AT1G22850.1	1276	0.183913983	7.581757513	0.141578684	0.256019912
AT5G52820	AT5G52820.1	1666	-0.226671497	4.74833249	0.141596251	0.256025944
AT4G33500	AT4G33500.1	2448	0.208201639	6.044927461	0.141617526	0.256038681
AT2G16700	AT2G16700.1	812	-0.291289277	3.030053272	0.141698789	0.256159859
AT5G51010	AT5G51010.1	869	0.204798331	6.696611845	0.141802157	0.256320968
AT3G13410	AT3G13410.1	1393	-0.15366135	7.22191369	0.141948432	0.256559598
AT1G34150	AT1G34150.1	1721	0.246647105	2.811791631	0.14199384	0.256609883
AT3G60770	AT3G60770.1	910	-0.173322057	7.570678695	0.14200478	0.256609883
AT4G22270	AT4G22270.1	1634	-0.369708175	2.006237589	0.142041652	0.256650735
AT4G21470	AT4G21470.1	1434	0.15726678	4.462400431	0.142099669	0.256729779
AT3G18215	AT3G18215.1	1066	0.182412136	4.184438371	0.142129283	0.256757499
AT1G62914	AT1G62914.1	1586	-0.474302429	1.385918384	0.142263803	0.256974706
AT3G15760	AT3G15760.1	841	0.415541185	1.577092883	0.142333848	0.25707542
AT5G23405	AT5G23405.1	801	-0.334541697	1.890779435	0.142476545	0.25730732
AT5G28040	AT5G28040.1	1732	-0.189848816	3.789873599	0.142556217	0.257421752
AT1G07940	AT1G07940.1	1861	-0.179615313	8.028138615	0.142568525	0.257421752
AT2G18020	AT2G18020.1	968	-0.175340907	8.785457576	0.142677809	0.257584324
AT2G20010	AT2G20010.2	3456	0.182663102	4.370814287	0.142687197	0.257584324
AT4G03070	AT4G03070.1	1054	0.254182857	3.145074342	0.142720025	0.257617736
AT3G62920	AT3G62920.1	418	-0.441281451	1.200614883	0.142884509	0.257888764
AT3G43580	AT3G43580.1	1463	-0.640645326	0.168219273	0.14292464	0.257935318
AT5G38850	AT5G38850.1	3290	-0.329771551	2.880447076	0.142946497	0.257948889
AT3G63110	AT3G63110.1	1464	-0.261975828	3.363799044	0.142980837	0.257979841
AT5G07440	AT5G07440.1	1627	-0.407287791	5.184446332	0.142992328	0.257979841
AT5G52210	AT5G52210.1	985	0.203178736	3.233130149	0.143029141	0.258020383
AT1G07770	AT1G07770.1	721	-0.230738835	7.548944175	0.143079841	0.258057803
AT3G62030	AT3G62030.2	1172	0.165285975	9.828168413	0.143080312	0.258057803
AT3G15780	AT3G15780.1	566	0.283887157	3.015893432	0.143092915	0.258057803
AT5G41750	AT5G41750.1	4135	0.488628484	3.117806655	0.143133599	0.258092418
AT3G18740	AT3G18740.1	554	-0.210489072	7.274445556	0.143140801	0.258092418
AT2G39990	AT2G39990.1	1199	-0.151238305	6.068302049	0.143178024	0.258133663
AT5G13870	AT5G13870.1	1387	-0.367621795	1.543515212	0.14322518	0.258192806
AT1G15390	AT1G15390.1	1003	0.187250425	5.065039018	0.143301444	0.258304406
AT5G22820	AT5G22820.2	1891	0.321458592	2.612492266	0.143363704	0.258390744
AT1G13690	AT1G13690.1	854	0.305953778	4.109717512	0.143584765	0.258763248
AT2G14750	AT2G14750.1	1185	-0.18153133	6.938549822	0.143609181	0.258781327
AT5G51380	AT5G51380.1	1717	-0.424986469	1.168393951	0.143663572	0.258850913
AT3G53460	AT3G53460.4	1594	-0.166328979	9.200384312	0.143688976	0.258850913
AT3G42790	AT3G42790.1	1081	-0.179352152	5.10694278	0.14369727	0.258850913
AT1G79740	AT1G79740.1	2037	-0.224654033	3.691902002	0.143705348	0.258850913
AT5G47480	AT5G47480.1	4333	0.153428471	5.980835001	0.143744038	0.258894683
AT1G21140	AT1G21140.1	898	-0.665649946	-0.19356141	0.14379287	0.25895671
AT2G27660	AT2G27660.1	2313	-0.741400286	0.580379939	0.143875974	0.259080437
AT5G37850	AT5G37850.1	1255	0.15153581	5.243038926	0.143972125	0.259227631
AT4G38250	AT4G38250.1	1666	0.174065098	6.365855799	0.143999934	0.259251758
AT2G01918	AT2G01918.1	740	0.210024603	3.133108608	0.144042901	0.259303166
AT3G04380	AT3G04380.1	2076	0.375219278	2.044810879	0.144077279	0.259339102
AT5G06790	AT5G06790.1	1071	-0.307753012	1.866156184	0.144176512	0.259471756
AT2G21800	AT2G21800.2	1860	-0.679383241	-0.156610006	0.14417982	0.259471756
AT4G35880	AT4G35880.1	1664	0.206912924	3.382930165	0.144210873	0.259501681
AT5G45680	AT5G45680.1	845	-0.24888716	6.585097951	0.144263662	0.259563551
AT1G55260	AT1G55260.1	988	-0.25417951	6.245452138	0.14427411	0.259563551
AT5G46690	AT5G46690.1	1208	-0.228754496	3.612534863	0.144301424	0.259586734
AT1G04190	AT1G04190.1	1326	-0.153280956	4.381297813	0.144340082	0.259630315
AT4G33620	AT4G33620.1	2335	-0.4000723	1.673608755	0.144373876	0.259665141
AT4G39630	AT4G39630.1	978	-0.369402187	0.930933595	0.144426386	0.259721878
AT3G26310	AT3G26310.1	1500	0.186167224	3.663253215	0.144434294	0.259721878
AT3G17900	AT3G17900.1	3050	-0.145970763	4.861525841	0.144603509	0.260000173
AT5G02280	AT5G02280.1	658	0.190658857	3.391462316	0.144628206	0.260018592
AT2G44270	AT2G44270.2	1403	0.219834755	3.671528054	0.144645174	0.260023114
AT1G01040	AT1G01040.2	5857	-0.193917212	4.81811192	0.144720333	0.260132232
AT1G80550	AT1G80550.1	1758	0.218670249	3.307395325	0.144779923	0.260213345
AT2G02710	AT2G02710.1	1575	-0.335899173	4.545104576	0.144810995	0.260243194
AT2G36780	AT2G36780.1	1664	0.786033748	3.90354016	0.144915799	0.260405527
AT3G07660	AT3G07660.1	3202	-0.147089096	5.458328617	0.14493324	0.260410857
AT1G08060	AT1G08060.1	6538	-0.243639417	4.08571236	0.144957222	0.260427939
AT3G19440	AT3G19440.1	1628	-0.310483219	2.729091846	0.14504763	0.260547934
AT2G04900	AT2G04900.1	626	0.186686535	4.592971367	0.145052977	0.260547934
AT5G57390	AT5G57390.1	1681	0.436717495	1.259287699	0.145095029	0.260597452
AT5G23300	AT5G23300.1	1739	-0.1988836	4.227501899	0.145121417	0.260618828
AT1G16515	AT1G16515.1	264	0.51980858	0.785487563	0.145209296	0.260750618
AT2G44300	AT2G44300.1	835	0.359140513	1.597218415	0.145277486	0.260847031
AT5G07460	AT5G07460.1	993	-0.265382909	5.305019515	0.145321949	0.260900827
AT5G04850	AT5G04850.2	1127	0.155105567	4.03129235	0.145414237	0.261040464
AT2G44190	AT2G44190.1	1739	-0.725681514	0.397281158	0.145441497	0.261063352
AT2G17630	AT2G17630.1	1480	-0.16900917	3.952239779	0.14548187	0.261065716
AT5G41190	AT5G41190.1	2046	0.149052513	5.325151966	0.14548188	0.261065716
AT5G16550	AT5G16550.1	1169	0.216676452	4.698526282	0.145497698	0.261065716
AT4G11440	AT4G11440.1	2029	-0.340583762	1.715572942	0.145500858	0.261065716
AT5G58450	AT5G58450.1	3329	-0.207430466	4.602013165	0.145639211	0.261287898
AT1G34200	AT1G34200.1	1619	-0.263504545	2.674609839	0.145740567	0.261422492
AT4G25900	AT4G25900.1	1329	-0.248702192	4.07222727	0.145744199	0.261422492
AT3G02080	AT3G02080.1	799	-0.196940128	7.353487285	0.145757824	0.261422492
AT3G29770	AT3G29770.1	1573	-0.325575435	1.927453437	0.145805136	0.261457889
AT1G80530	AT1G80530.1	2032	-0.183965652	4.733466866	0.145806625	0.261457889
AT5G44710	AT5G44710.1	671	-0.253591913	2.704921597	0.145934559	0.261661218
AT5G25480	AT5G25480.1	1402	-0.266173334	1.91517461	0.145951601	0.261665695
AT5G10320	AT5G10320.1	1539	0.344992639	2.001760024	0.14601952	0.261736172
AT1G02690	AT1G02690.2	1930	-0.338153404	3.105415251	0.146027742	0.261736172
AT4G26410	AT4G26410.1	1115	0.189713285	5.379474239	0.146034556	0.261736172
AT4G22530	AT4G22530.1	1106	-0.450319518	2.291837814	0.146102103	0.261831152
AT2G22100	AT2G22100.1	1352	0.24213647	3.145336165	0.146150118	0.261891113
AT3G53620	AT3G53620.1	1287	-0.188528273	4.624838296	0.146183768	0.261925323
AT5G45340	AT5G45340.1	1803	0.650932966	1.187811106	0.146226351	0.261955197
AT3G61350	AT3G61350.1	1277	0.336778557	1.397978403	0.146229561	0.261955197
AT1G02660	AT1G02660.1	2604	0.413371385	2.843446557	0.146350393	0.262121877
AT5G58390	AT5G58390.1	1217	-0.522795485	1.366900783	0.146351746	0.262121877
AT2G35820	AT2G35820.1	832	0.246075526	3.18789274	0.146380596	0.262147452
AT3G07700	AT3G07700.3	2660	0.185706816	6.710348849	0.146462673	0.262257205
AT1G30570	AT1G30570.1	2549	-0.202881665	3.689774065	0.146471035	0.262257205
AT3G46180	AT3G46180.1	1373	-0.26937406	2.474090623	0.14651115	0.262302925
AT3G03740	AT3G03740.1	1623	0.143665491	4.287765403	0.146588462	0.262392564
AT3G06350	AT3G06350.1	2085	-0.13792413	6.108923706	0.146590387	0.262392564
AT3G11950	AT3G11950.1	2007	0.266005908	2.239097517	0.146732097	0.262603032
AT1G55000	AT1G55000.1	1094	0.166131478	4.699043599	0.14676114	0.262603032
AT1G61180	AT1G61180.2	3304	0.240535849	3.762279736	0.14676605	0.262603032
AT5G59180	AT5G59180.1	839	0.199641308	3.588472974	0.146766355	0.262603032
AT1G29540	AT1G29540.1	734	0.880385931	0.246099363	0.146958381	0.262920468
AT2G25964	AT2G25964.1	648	-0.380231741	1.494503189	0.147080071	0.263112016
AT3G11200	AT3G11200.1	1289	0.155489783	5.436986082	0.147125525	0.263149636
AT2G20570	AT2G20570.2	1666	0.210218277	8.134553909	0.147130354	0.263149636
AT1G32410	AT1G32410.1	790	-0.162312617	4.047360114	0.147271307	0.263375555
AT4G24330	AT4G24330.1	1860	-0.148246391	5.90785662	0.147295849	0.263393262
AT1G67280	AT1G67280.1	1480	0.146968646	7.734211863	0.147349644	0.263463272
AT4G21530	AT4G21530.1	2647	-0.230433231	2.61944416	0.147416518	0.263556651
AT1G30890	AT1G30890.1	1037	-0.19419746	3.723071867	0.147505947	0.26369033
AT1G31340	AT1G31340.1	740	0.14706678	5.362095522	0.147573822	0.263785458
AT1G73770	AT1G73770.1	853	0.284833104	2.159387438	0.147758905	0.264090051
AT5G60430	AT5G60430.1	807	0.337347067	1.411506338	0.147812322	0.264149547
AT2G37750	AT2G37750.1	569	0.799443773	0.735804486	0.147821557	0.264149547
AT3G57460	AT3G57460.1	1061	-0.666884328	0.53114522	0.14787383	0.264190631
AT1G65260	AT1G65260.1	1330	0.150988436	7.872630001	0.147873918	0.264190631
AT1G47420	AT1G47420.1	1104	0.141020607	6.663100765	0.147899975	0.264210947
AT3G57480	AT3G57480.1	1130	0.312730281	2.058970884	0.147942919	0.264261424
AT4G14880	AT4G14880.1	1358	0.127070187	8.604460364	0.147999145	0.264324273
AT3G54220	AT3G54220.1	2507	-0.154580253	4.518105785	0.148007488	0.264324273
AT1G29390	AT1G29390.1	817	0.189177276	5.869939008	0.148089829	0.264445073
AT2G19910	AT2G19910.1	2961	-0.646144282	0.23712851	0.148123671	0.264469993
AT2G15050	AT2G15050.1	517	-0.26597181	5.759978884	0.148143367	0.264469993
AT1G06820	AT1G06820.1	1986	0.148313102	5.47128687	0.148147884	0.264469993
AT5G17270	AT5G17270.1	2684	0.238930896	4.443486142	0.148203523	0.264543069
AT5G62390	AT5G62390.1	1856	-0.154125965	6.247137073	0.148258451	0.264595313
AT5G09960	AT5G09960.1	690	-0.22127655	3.196846771	0.148280288	0.264595313
AT2G22070	AT2G22070.1	2462	0.592869646	0.339481413	0.148288937	0.264595313
AT5G01500	AT5G01500.1	1535	-0.175350782	4.576752494	0.148301463	0.264595313
AT5G59380	AT5G59380.1	957	0.321095902	2.256254913	0.148306327	0.264595313
AT5G52510	AT5G52510.1	2253	0.197096107	4.459562846	0.148456333	0.264836678
AT1G45160	AT1G45160.2	3723	-0.180186382	5.39817445	0.148492013	0.264849697
AT3G01450	AT3G01450.1	1459	-0.261053041	2.593858965	0.148493074	0.264849697
AT4G16800	AT4G16800.1	1053	0.241811319	2.952418818	0.148551585	0.264906012
AT5G45620	AT5G45620.1	1508	0.161725059	5.39384333	0.14855437	0.264906012
AT2G44420	AT2G44420.1	1347	-0.242773472	2.308170916	0.148568821	0.264906012
AT1G13920	AT1G13920.1	1031	-0.35895604	1.497392858	0.148725525	0.265159144
AT3G16060	AT3G16060.1	2534	-0.137388553	5.236463239	0.148763385	0.265191235
AT1G18850	AT1G18850.1	1454	0.171498862	4.194642193	0.148773005	0.265191235
AT1G32730	AT1G32730.1	1447	0.281073971	2.400855687	0.148861165	0.265322094
AT4G00630	AT4G00630.2	3986	0.153137262	6.631465317	0.148882002	0.265332947
AT5G01160	AT5G01160.1	1400	-0.21247489	3.579106836	0.148905682	0.265348863
AT5G62950	AT5G62950.1	823	0.249686947	2.85746954	0.148937554	0.265379373
AT3G42660	AT3G42660.1	2850	-0.236565607	3.840959165	0.148969167	0.265409415
AT5G25754	AT5G25754.1	1932	-0.157185091	4.885199463	0.149128703	0.265667344
AT1G10430	AT1G10430.1	1338	0.215187792	4.472863476	0.149174134	0.265721964
AT5G03670	AT5G03670.1	1986	0.514310471	1.054869175	0.149237402	0.265808345
AT3G45850	AT3G45850.1	3652	-0.260887656	4.728625983	0.149279678	0.265857324
AT2G45220	AT2G45220.1	1784	-0.799812562	2.351551688	0.149322603	0.265907448
AT1G10520	AT1G10520.1	1576	-0.665646733	0.204288529	0.149340421	0.265912857
AT4G10790	AT4G10790.1	1619	0.143284463	5.385028239	0.149377134	0.265951906
AT4G25970	AT4G25970.1	2309	-0.13743646	5.687837247	0.149518954	0.266157437
AT1G23890	AT1G23890.2	1260	-0.374614239	1.137489591	0.149522162	0.266157437
AT1G58340	AT1G58340.1	2073	0.659626352	1.211984744	0.149561719	0.266201512
AT5G12400	AT5G12400.1	5325	0.218892136	4.496618628	0.149726175	0.266467862
AT1G44100	AT1G44100.1	2146	-0.21636051	3.796762652	0.149815762	0.266600928
AT1G68660	AT1G68660.1	762	0.204712958	6.454742199	0.14985442	0.266643345
AT2G39310	AT2G39310.1	1605	0.381595643	3.771112982	0.149974761	0.266831084
AT1G13780	AT1G13780.1	1625	0.293655347	1.867235295	0.150074166	0.266965757
AT1G19370	AT1G19370.1	2170	0.172404817	3.842404616	0.150089087	0.266965757
AT4G08330	AT4G08330.1	936	0.296538201	2.724401859	0.150094971	0.266965757
AT2G35155	AT2G35155.1	2257	-0.171254058	4.292864808	0.150228876	0.267177512
AT1G36280	AT1G36280.1	1775	0.171933747	4.163505382	0.150414755	0.267481651
AT3G50500	AT3G50500.2	1565	-0.176210079	6.164780658	0.15058465	0.267757307
AT5G37550	AT5G37550.1	967	-0.449912902	0.992222843	0.150635349	0.267820986
AT5G13260	AT5G13260.1	1938	-0.141132676	4.92345174	0.150680207	0.267874269
AT3G22310	AT3G22310.1	2135	0.168829185	5.650857724	0.150737446	0.26794955
AT1G10510	AT1G10510.1	2132	0.151629406	6.108229569	0.150761731	0.267966243
AT5G62170	AT5G62170.1	2320	0.323948613	2.116295454	0.150826921	0.268055629
AT2G17980	AT2G17980.1	2261	-0.149836605	5.080813076	0.150931165	0.2682144
AT1G21660	AT1G21660.1	2018	0.140207321	5.268013373	0.150968525	0.268254295
AT3G62430	AT3G62430.1	1311	0.836718738	-0.404626691	0.151005812	0.268294051
AT4G18975	AT4G18975.1	1097	0.15427824	4.606284555	0.151073896	0.268388512
AT5G13680	AT5G13680.1	4116	0.176234636	4.700698262	0.151263142	0.268698182
AT2G40475	AT2G40475.1	1217	0.272170962	5.240204626	0.151300045	0.268737201
AT3G01500	AT3G01500.2	1309	-0.187330721	11.83068246	0.151387088	0.268865261
AT5G19630	AT5G19630.1	944	0.226808484	3.369737567	0.151405307	0.268871076
AT1G69440	AT1G69440.1	3158	-0.235968874	3.017360098	0.151434111	0.268895687
AT1G45180	AT1G45180.1	2424	-0.317260394	2.694409793	0.151548316	0.269071919
AT1G04030	AT1G04030.1	1841	-0.569465721	0.523181866	0.151576813	0.269089731
AT1G35340	AT1G35340.1	1108	-0.141841229	5.146634936	0.151588262	0.269089731
AT3G10210	AT3G10210.1	925	0.178916998	3.613898775	0.151607173	0.269096749
AT2G37260	AT2G37260.1	1811	0.3275213	2.770834512	0.151684019	0.269206588
AT4G37640	AT4G37640.1	3419	0.237890016	5.002757669	0.151746576	0.269291048
AT1G04635	AT1G04635.1	681	0.412949827	1.247876548	0.15184001	0.269409323
AT3G22415	AT3G22415.1	380	0.502996905	0.413676221	0.151843173	0.269409323
AT1G55690	AT1G55690.1	2590	0.214208318	4.102109863	0.151866762	0.269424604
AT5G11560	AT5G11560.1	3255	-0.143365468	6.607555121	0.151890785	0.269440653
AT2G34730	AT2G34730.1	2754	0.265122989	3.681518171	0.151944486	0.269509341
AT2G36885	AT2G36885.1	964	0.225352263	5.458221275	0.152060926	0.269655455
AT4G00895	AT4G00895.1	855	0.151889813	7.003123735	0.152076593	0.269655455
